MS_IMP_SEG,YR_BUILT
R94310.1.2,1946
R94329.1.1,1988
R94524.1.1,1976
R94533.1.1,1974
R94542.1.1,1950
R94551.1.1,1990
R94560.1.1,2001
R94560.1.2,2001
R94579.1.1,1962
R94579.2.1,1967
R94579.3.1,1990
R94720.1.1,1940
R94720.1.2,1940
R94720.1.3,1940
R94739.1.1,1999
R94739.2.1,1999
R94757.1.1,1999
R94784.1.1,1998
R94828.1.1,1942
R94828.1.2,1942
R94828.2.1,1942
R94828.3.1,1942
R94837.1.1,2014
R94864.1.1,1985
R94882.1.1,2010
R94953.1.1,1968
R94962.1.1,1977
R94971.1.1,1974
R94980.1.1,1971
R94999.1.1,1967
R95033.1.1,1942
R95033.1.2,1942
R95042.1.1,1980
R95060.1.1,1972
R95104.1.1,1955
R95113.1.1,1973
R95122.1.1,1973
R95131.1.1,1925
R95131.1.3,1925
R95131.1.4,1925
R952892.1.1,1976
R953141.2.1,2012
R954612.1.1,1934
R954612.1.7,1934
R955531.1.1,1920
R955531.1.3,1920
R955531.2.1,1979
R955764.2.1,1954
R955906.1.1,1979
R955915.1.1,1954
R955915.1.2,1954
R955960.1.1,1978
R967957.1.1,1951
R971540.1.1,1979
R971595.1.1,1945
R971595.1.2,1945
R971595.1.3,1945
R97460.1.1,1942
R97460.1.2,1942
R97460.1.3,1942
R97521.1.1,1999
R97530.1.1,1942
R97530.1.2,1942
R97530.1.4,1942
R97549.1.1,1955
R975537.1.1,1939
R97638.1.1,1951
R97647.1.1,1952
R97665.1.1,1975
R97790.1.1,1998
R97825.1.1,1962
R97825.1.2,1962
R97834.1.1,1959
R97834.1.2,1959
R9797.1.1,1970
R981708.1.1,1998
R981708.1.3,1998
R981888.1.1,1980
R981888.1.2,1980
R981888.1.3,1980
R981888.1.4,1980
R981888.2.1,1980
R981888.2.2,1984
R981968.1.1,1982
R981968.2.1,1982
R982789.1.1,1980
R982976.1.1,1978
R983537.2.1,2009
R983582.1.1,1980
R983582.1.2,1980
R9840.1.1,1960
R9840.1.2,1960
R9840.1.3,1960
R988596.1.1,1979
R989185.1.1,1979
R989185.1.2,1979
R989693.2.1,2012
R989988.1.1,1986
R990404.1.1,1980
R990413.1.1,1979
R991323.1.1,1980
R991323.2.1,1980
R99182.1.1,1925
R99182.2.1,1995
R993447.1.1,1985
R993447.2.1,1923
R994286.1.1,1979
R994605.1.1,1985
R9975.1.1,1945
R9975.1.2,1945
R9975.1.3,1945
R9975.2.1,1970
